id_parcelle,pH_sol,azote_N_kg_ha,phosphore_P_kg_ha,potassium_K_kg_ha,pluviometrie_mm,temperature_moy_C,humidite_air_pct,type_sol,region,methode_irrigation,niveau_ensoleillement,qualite_drainage,niveau_fertilite_sol,classe_culture
P0012,6.51,130.7,73.2,70.5,695.0,23.4,61.8,Argileux,Centre,Pluvial,Moyen,Excellent,Moyen,Cereales
P0145,6.8,122.1,44.3,85.6,746.6,27.1,58.6,Argilo-limoneux,Ouest,Goutte-a-goutte,Moyen,Moyen,Moyen,Cereales
P0511,6.81,63.3,45.5,76.8,540.0,29.8,28.9,Sableux,Sud,Gravitaire,Eleve,Moyen,Eleve,Cultures_industrielles
P0128,6.47,103.0,68.2,81.6,731.3,23.7,61.0,Limoneux,Sud,Pluvial,Eleve,Bon,Eleve,Cereales
P0530,5.93,109.6,62.4,56.0,659.2,30.6,35.7,Argileux,Sud,Pluvial,Eleve,Mauvais,Eleve,Cultures_industrielles
P0303,6.61,145.5,85.6,110.3,911.9,26.4,67.2,Argileux,Est,Goutte-a-goutte,Moyen,Bon,Eleve,Maraichage
P0010,6.92,128.1,57.6,52.0,834.6,25.1,77.3,Limoneux,Ouest,Pluvial,Moyen,Bon,Moyen,Cereales
P0516,7.77,74.1,64.3,97.5,667.8,29.7,46.2,Argileux,Sud,Gravitaire,Eleve,Excellent,Eleve,Cultures_industrielles
P0177,6.09,32.9,41.6,55.8,616.8,24.5,41.0,Limoneux,Est,Pluvial,Eleve,Excellent,Moyen,Legumineuses
P0232,6.93,17.7,62.7,38.9,516.5,24.5,56.4,Sablo-limoneux,Est,Goutte-a-goutte,Moyen,Excellent,Bas,Legumineuses
P0211,6.92,40.9,51.3,42.7,608.2,18.8,55.7,Argilo-limoneux,Sud,Pluvial,Faible,Excellent,Moyen,Legumineuses
P0129,6.74,116.4,72.7,47.8,651.4,23.0,64.9,Limoneux,Est,Aspersion,Eleve,Moyen,Eleve,Cereales
P0144,6.77,132.0,58.9,75.0,702.3,26.5,59.7,Argilo-limoneux,Ouest,Aspersion,Moyen,Moyen,Moyen,Cereales
P0242,6.99,54.8,35.6,29.0,669.3,23.2,66.9,Limoneux,Ouest,Pluvial,Moyen,Bon,Moyen,Legumineuses
P0008,7.01,124.5,52.9,54.5,588.0,23.6,66.0,Limoneux,Est,Aspersion,Moyen,Bon,Moyen,Cereales
P0594,6.7,131.2,36.5,125.0,348.6,30.8,37.2,Argileux,Sud,Pluvial,Moyen,Bon,Moyen,Cultures_industrielles
P0299,6.22,46.6,59.9,62.1,516.9,18.1,71.8,Limoneux,Sud,Goutte-a-goutte,Moyen,Bon,Bas,Legumineuses
P0311,5.78,145.1,96.3,106.4,600.0,24.9,54.1,Argilo-limoneux,Sud,Aspersion,Eleve,Bon,Eleve,Maraichage
P0255,6.79,31.6,29.3,46.7,750.0,16.6,60.8,Sablo-limoneux,Nord,Pluvial,Moyen,Excellent,Moyen,Legumineuses
P0582,6.25,95.8,34.1,85.7,430.1,36.0,38.3,Sableux,Centre,Gravitaire,Moyen,Bon,Bas,Cultures_industrielles
P0464,6.37,105.4,71.8,94.8,395.8,32.1,47.4,Limoneux,Est,Pluvial,Eleve,Moyen,Moyen,Cultures_industrielles
P0009,6.51,91.2,66.6,61.7,539.9,20.4,65.2,Argileux,Ouest,Aspersion,Eleve,Moyen,Bas,Cereales
P0157,5.83,26.6,25.0,44.1,564.8,20.3,52.2,Sablo-limoneux,Nord,Pluvial,Moyen,Bon,Moyen,Legumineuses
P0028,6.85,144.1,69.5,74.7,688.7,22.3,63.0,Limoneux,Centre,Pluvial,Moyen,Bon,Moyen,Cereales
P0267,6.56,46.3,67.9,25.0,638.1,17.6,59.3,Limoneux,Nord,Pluvial,Eleve,Moyen,Eleve,Legumineuses
P0315,6.63,157.5,130.0,125.1,658.3,22.8,64.1,Limoneux,Nord,Goutte-a-goutte,Moyen,Bon,Eleve,Maraichage
P0065,7.03,108.7,68.3,61.3,635.8,26.1,59.3,Argilo-limoneux,Est,Aspersion,Eleve,Bon,Moyen,Cereales
P0587,7.02,80.7,65.3,64.0,611.8,29.0,34.7,Limoneux,Centre,Gravitaire,Eleve,Moyen,Eleve,Cultures_industrielles
P0256,6.45,47.0,44.8,52.6,545.2,15.2,57.5,Argilo-limoneux,Nord,Pluvial,Faible,Bon,Moyen,Legumineuses
P0493,7.43,124.7,45.7,84.4,599.5,24.8,58.1,Sableux,Nord,Aspersion,Eleve,Bon,Bas,Cultures_industrielles
P0154,7.19,50.2,37.0,56.6,529.0,14.0,42.5,Limoneux,Sud,Aspersion,Moyen,Bon,Moyen,Legumineuses
P0049,6.84,116.2,51.4,56.9,679.2,23.1,59.6,Limoneux,Nord,Pluvial,Moyen,Bon,Moyen,Cereales
P0209,6.38,50.6,57.4,50.8,678.2,19.2,44.3,Argilo-limoneux,Est,Goutte-a-goutte,Moyen,Moyen,Eleve,Legumineuses
P0522,6.46,88.3,52.8,120.6,387.2,23.8,37.5,Argileux,Sud,Gravitaire,Moyen,Moyen,Moyen,Cultures_industrielles
P0288,6.77,41.8,52.6,66.2,480.9,15.4,56.5,Limoneux,Sud,Goutte-a-goutte,Eleve,Bon,Moyen,Legumineuses
P0002,6.64,121.9,53.3,84.3,617.0,18.9,56.9,Limoneux,Ouest,Goutte-a-goutte,Eleve,Moyen,Moyen,Cereales
P0342,5.81,142.9,92.9,85.3,677.8,26.4,58.5,Limoneux,Centre,Aspersion,Eleve,Excellent,Moyen,Maraichage
P0270,6.55,58.7,56.2,53.6,536.2,21.1,63.7,Sablo-limoneux,Sud,Goutte-a-goutte,Moyen,Bon,Bas,Legumineuses
P0266,7.2,27.6,46.9,26.4,350.0,14.9,55.2,Limoneux,Ouest,Pluvial,Eleve,Moyen,Bas,Legumineuses
P0537,7.58,65.3,37.6,81.1,561.4,25.3,54.3,Sableux,Est,Aspersion,Eleve,Moyen,Bas,Cultures_industrielles
P0453,7.61,93.1,68.6,100.9,497.8,36.0,45.9,Limoneux,Ouest,Pluvial,Eleve,Moyen,Eleve,Cultures_industrielles
P0568,6.99,82.1,31.7,100.6,580.1,25.9,48.9,Sableux,Nord,Gravitaire,Moyen,Bon,Moyen,Cultures_industrielles
P0369,6.0,158.2,72.6,84.4,758.6,28.3,67.6,Argileux,Ouest,Goutte-a-goutte,Eleve,Bon,Moyen,Maraichage
P0096,6.11,108.3,54.4,58.0,672.1,24.5,57.8,Argilo-limoneux,Sud,Aspersion,Eleve,Bon,Bas,Cereales
P0571,7.45,110.0,54.6,104.8,599.9,27.6,32.0,Limoneux,Sud,Gravitaire,Eleve,Bon,Moyen,Cultures_industrielles
P0353,6.05,90.0,110.0,108.0,500.0,17.1,70.1,Argileux,Centre,Aspersion,Eleve,Bon,Eleve,Maraichage
P0043,6.65,119.3,62.9,71.2,676.6,23.8,65.2,Argilo-limoneux,Ouest,Pluvial,Faible,Excellent,Moyen,Cereales
P0362,6.39,164.2,109.5,104.9,879.6,22.0,63.3,Limoneux,Sud,Aspersion,Eleve,Bon,Moyen,Maraichage
P0438,7.1,138.1,88.7,104.2,713.1,18.1,56.3,Limoneux,Centre,Aspersion,Faible,Excellent,Eleve,Maraichage
P0592,7.42,82.8,54.4,62.7,713.6,24.3,37.8,Argileux,Sud,Gravitaire,Eleve,Moyen,Bas,Cultures_industrielles
P0117,6.69,147.6,78.6,39.4,710.3,23.9,54.8,Argilo-limoneux,Est,Aspersion,Eleve,Bon,Moyen,Cereales
P0425,6.53,167.9,117.6,87.6,886.5,22.6,70.8,Argilo-limoneux,Nord,Goutte-a-goutte,Eleve,Bon,Eleve,Maraichage
P0046,6.41,122.7,62.8,78.1,675.5,26.2,51.4,Argileux,Ouest,Pluvial,Eleve,Excellent,Moyen,Cereales
P0162,6.68,25.8,36.7,40.2,517.6,21.7,68.1,Argilo-limoneux,Sud,Goutte-a-goutte,Moyen,Bon,Moyen,Legumineuses
P0556,7.5,90.8,85.0,127.4,640.9,27.9,48.1,Argileux,Est,Aspersion,Eleve,Moyen,Moyen,Cultures_industrielles
P0118,6.23,86.4,61.4,54.9,713.5,24.0,56.1,Limoneux,Ouest,Aspersion,Moyen,Bon,Bas,Cereales
P0289,6.23,38.7,58.6,47.5,607.4,19.6,47.0,Limoneux,Centre,Aspersion,Moyen,Moyen,Moyen,Legumineuses
P0078,6.58,93.4,62.2,70.7,857.7,21.4,40.6,Limoneux,Centre,Aspersion,Eleve,Moyen,Moyen,Cereales
P0527,7.19,130.1,62.8,95.3,499.0,28.0,49.2,Sableux,Sud,Gravitaire,Eleve,Moyen,Bas,Cultures_industrielles
P0390,6.7,144.6,98.3,121.5,795.3,24.6,64.4,Limoneux,Sud,Goutte-a-goutte,Eleve,Bon,Moyen,Maraichage
P0560,7.22,78.0,35.9,105.7,564.5,26.3,40.3,Limoneux,Sud,Pluvial,Eleve,Excellent,Bas,Cultures_industrielles
P0413,6.13,110.5,82.8,95.9,816.5,24.0,65.7,Limoneux,Ouest,Aspersion,Eleve,Bon,Eleve,Maraichage
P0064,6.22,128.0,64.8,56.4,651.1,23.6,65.7,Argileux,Est,Pluvial,Moyen,Excellent,Eleve,Cereales
P0339,6.27,161.1,92.5,106.0,776.8,24.5,80.0,Argileux,Sud,Goutte-a-goutte,Moyen,Excellent,Moyen,Maraichage
P0316,5.83,130.6,92.9,131.7,622.2,17.7,74.1,Limoneux,Sud,Goutte-a-goutte,Moyen,Moyen,Moyen,Maraichage
P0300,6.16,35.7,42.8,47.8,384.7,21.4,51.9,Sablo-limoneux,Nord,Goutte-a-goutte,Moyen,Moyen,Bas,Legumineuses
P0400,5.65,140.9,108.9,117.8,642.9,20.6,62.7,Argileux,Nord,Aspersion,Eleve,Excellent,Moyen,Maraichage
P0231,6.22,45.6,53.5,39.8,423.4,22.1,52.0,Sablo-limoneux,Nord,Aspersion,Moyen,Excellent,Moyen,Legumineuses
P0298,5.77,44.9,37.5,48.4,546.6,22.1,52.2,Limoneux,Est,Aspersion,Moyen,Bon,Moyen,Legumineuses
P0187,5.7,16.9,34.2,47.8,560.3,19.9,52.5,Limoneux,Nord,Pluvial,Eleve,Bon,Bas,Legumineuses
P0469,7.86,58.5,55.1,92.9,480.3,30.7,51.6,Sableux,Centre,Gravitaire,Eleve,Bon,Moyen,Cultures_industrielles
P0200,5.9,26.0,41.6,30.5,678.7,25.1,52.2,Limoneux,Centre,Pluvial,Moyen,Moyen,Bas,Legumineuses
P0421,6.05,153.5,78.9,106.7,968.8,19.8,57.2,Limoneux,Centre,Goutte-a-goutte,Moyen,Excellent,Moyen,Maraichage
P0366,5.73,190.0,84.3,140.1,800.4,24.1,61.0,Argileux,Ouest,Goutte-a-goutte,Eleve,Excellent,Eleve,Maraichage
P0524,5.62,122.6,72.2,100.1,641.5,32.1,42.3,Limoneux,Nord,Gravitaire,Faible,Bon,Bas,Cultures_industrielles
P0397,6.04,137.9,99.1,118.7,811.8,25.6,70.3,Argileux,Est,Goutte-a-goutte,Moyen,Excellent,Eleve,Maraichage
P0122,6.34,86.3,81.1,95.1,546.1,20.6,55.4,Limoneux,Est,Aspersion,Eleve,Moyen,Bas,Cereales
P0574,7.31,125.9,51.3,67.1,500.5,34.4,51.4,Sableux,Centre,Aspersion,Eleve,Moyen,Bas,Cultures_industrielles
P0248,6.13,31.6,49.2,55.9,497.3,27.0,46.8,Sablo-limoneux,Centre,Pluvial,Eleve,Moyen,Bas,Legumineuses
P0308,6.45,153.0,75.2,129.7,743.8,22.1,67.1,Limoneux,Sud,Goutte-a-goutte,Eleve,Bon,Eleve,Maraichage
P0570,7.17,105.1,36.7,95.6,280.0,28.4,41.7,Sableux,Sud,Pluvial,Eleve,Bon,Moyen,Cultures_industrielles
P0364,6.54,155.0,79.4,105.9,728.5,20.8,68.9,Limoneux,Centre,Goutte-a-goutte,Eleve,Excellent,Moyen,Maraichage
P0159,6.52,42.0,44.3,66.7,613.1,18.0,55.5,Sablo-limoneux,Est,Aspersion,Moyen,Bon,Eleve,Legumineuses
P0086,6.5,127.7,61.8,70.7,764.2,23.7,50.7,Argilo-limoneux,Centre,Aspersion,Eleve,Moyen,Bas,Cereales
P0226,6.11,48.1,50.7,39.1,596.1,20.1,63.3,Sablo-limoneux,Ouest,Pluvial,Eleve,Bon,Bas,Legumineuses
P0377,6.57,116.6,90.0,106.7,887.0,26.6,47.8,Limoneux,Nord,Aspersion,Moyen,Bon,Eleve,Maraichage
P0263,6.37,15.0,46.1,69.6,585.7,24.8,54.1,Limoneux,Nord,Goutte-a-goutte,Moyen,Bon,Moyen,Legumineuses
P0332,6.81,159.8,106.6,121.0,684.9,21.0,64.9,Argilo-limoneux,Centre,Goutte-a-goutte,Faible,Bon,Eleve,Maraichage
P0234,6.86,62.6,49.3,40.1,697.1,24.4,54.1,Sablo-limoneux,Sud,Goutte-a-goutte,Eleve,Bon,Moyen,Legumineuses
P0077,6.73,116.3,70.5,45.6,600.0,27.7,56.4,Argileux,Est,Pluvial,Eleve,Moyen,Eleve,Cereales
P0476,6.71,109.6,72.6,107.6,403.4,30.0,46.6,Limoneux,Ouest,Gravitaire,Eleve,Excellent,Eleve,Cultures_industrielles
P0526,6.71,118.2,47.4,83.3,552.6,29.9,55.3,Argileux,Centre,Gravitaire,Moyen,Moyen,Moyen,Cultures_industrielles
P0150,6.82,127.6,47.3,75.7,573.4,20.5,71.0,Limoneux,Nord,Pluvial,Moyen,Bon,Moyen,Cereales
P0088,6.83,118.7,82.5,64.2,666.3,20.0,67.0,Argilo-limoneux,Ouest,Pluvial,Eleve,Bon,Bas,Cereales
P0458,6.42,76.6,57.9,70.3,603.3,32.1,49.0,Sableux,Est,Pluvial,Eleve,Moyen,Bas,Cultures_industrielles
P0422,6.02,157.5,106.9,133.9,721.5,20.4,65.3,Limoneux,Nord,Goutte-a-goutte,Eleve,Excellent,Moyen,Maraichage
P0600,7.01,113.5,48.4,78.8,663.4,28.4,47.3,Argileux,Ouest,Pluvial,Eleve,Moyen,Moyen,Cultures_industrielles
P0183,6.44,40.2,50.1,55.9,539.5,18.1,48.3,Sablo-limoneux,Centre,Pluvial,Moyen,Moyen,Moyen,Legumineuses
P0477,5.68,124.3,52.5,47.2,496.0,28.7,33.1,Sableux,Centre,Gravitaire,Eleve,Mauvais,Eleve,Cultures_industrielles
P0106,6.86,105.3,67.5,63.8,754.5,21.3,63.1,Argilo-limoneux,Centre,Aspersion,Eleve,Mauvais,Moyen,Cereales
P0333,6.22,128.7,61.7,95.0,801.1,22.8,65.1,Limoneux,Est,Goutte-a-goutte,Eleve,Mauvais,Eleve,Maraichage
P0439,6.51,132.5,85.5,121.3,687.9,28.7,56.6,Limoneux,Ouest,Pluvial,Moyen,Bon,Eleve,Maraichage
P0050,5.99,92.1,57.4,49.3,762.7,23.1,61.9,Limoneux,Centre,Goutte-a-goutte,Moyen,Bon,Bas,Cereales
P0336,5.77,131.7,88.7,102.5,633.6,21.6,66.7,Limoneux,Centre,Aspersion,Eleve,Bon,Eleve,Maraichage
P0006,6.61,100.7,61.4,58.1,868.9,30.0,60.4,Limoneux,Sud,Goutte-a-goutte,Moyen,Mauvais,Moyen,Cereales
P0018,6.83,152.9,56.3,81.4,765.3,28.3,61.5,Limoneux,Ouest,Pluvial,Moyen,Bon,Moyen,Cereales
P0235,6.48,31.4,53.4,58.5,417.0,18.6,43.9,Limoneux,Est,Pluvial,Moyen,Excellent,Eleve,Legumineuses
P0487,6.63,85.7,64.4,95.0,773.9,28.9,37.7,Limoneux,Sud,Gravitaire,Eleve,Bon,Bas,Cultures_industrielles
P0532,7.03,105.2,36.3,89.2,577.5,24.8,39.6,Argileux,Centre,Gravitaire,Moyen,Moyen,Moyen,Cultures_industrielles
P0373,5.92,148.2,73.3,138.9,611.8,20.6,73.4,Limoneux,Est,Goutte-a-goutte,Moyen,Excellent,Eleve,Maraichage
P0111,5.93,96.5,68.5,74.3,719.0,23.6,70.5,Limoneux,Est,Pluvial,Eleve,Bon,Eleve,Cereales
P0107,7.45,140.3,47.2,62.7,584.8,20.5,67.2,Argilo-limoneux,Ouest,Pluvial,Eleve,Bon,Eleve,Cereales
P0444,6.1,174.8,130.0,82.9,796.3,25.1,70.8,Argileux,Est,Aspersion,Eleve,Excellent,Moyen,Maraichage
P0419,5.87,148.5,118.7,123.5,651.0,24.0,69.3,Argileux,Centre,Goutte-a-goutte,Eleve,Excellent,Moyen,Maraichage
P0489,6.51,121.0,44.5,86.3,423.2,32.6,38.5,Argileux,Centre,Pluvial,Eleve,Bon,Bas,Cultures_industrielles
P0135,6.33,157.7,78.0,72.7,792.6,25.0,56.1,Limoneux,Centre,Pluvial,Eleve,Bon,Moyen,Cereales
P0013,6.8,138.2,69.9,59.5,725.2,30.0,62.0,Limoneux,Ouest,Pluvial,Faible,Moyen,Bas,Cereales
P0227,6.72,37.3,46.5,37.0,543.3,22.4,56.4,Limoneux,Ouest,Pluvial,Moyen,Bon,Moyen,Legumineuses
P0215,6.69,33.7,50.9,61.4,615.5,18.9,56.4,Sablo-limoneux,Est,Pluvial,Moyen,Bon,Moyen,Legumineuses
P0191,5.7,18.2,51.6,46.2,640.7,20.0,50.9,Argilo-limoneux,Nord,Aspersion,Moyen,Bon,Moyen,Legumineuses
P0253,6.14,35.1,49.5,35.5,644.9,24.7,38.9,Sablo-limoneux,Ouest,Aspersion,Eleve,Moyen,Eleve,Legumineuses
P0321,6.5,101.7,75.9,96.0,828.2,26.1,73.3,Limoneux,Est,Goutte-a-goutte,Moyen,Excellent,Moyen,Maraichage
P0283,6.11,38.0,53.2,57.0,600.5,24.9,46.4,Sablo-limoneux,Centre,Pluvial,Eleve,Moyen,Eleve,Legumineuses
P0030,6.58,169.4,67.5,86.8,798.5,24.9,59.5,Argilo-limoneux,Sud,Goutte-a-goutte,Eleve,Bon,Moyen,Cereales
P0170,6.24,57.3,51.3,52.9,571.5,18.5,45.7,Sablo-limoneux,Nord,Pluvial,Moyen,Moyen,Moyen,Legumineuses
P0490,7.49,71.4,54.5,78.9,640.7,24.1,62.0,Argileux,Ouest,Aspersion,Moyen,Bon,Bas,Cultures_industrielles
P0181,6.18,35.7,46.1,45.6,575.7,24.5,65.8,Sablo-limoneux,Centre,Pluvial,Moyen,Bon,Bas,Legumineuses
P0101,6.13,89.8,40.9,71.3,653.0,21.1,71.2,Argileux,Sud,Aspersion,Moyen,Moyen,Bas,Cereales
P0198,6.67,51.5,41.7,40.5,462.0,21.0,60.7,Sablo-limoneux,Ouest,Goutte-a-goutte,Moyen,Bon,Moyen,Legumineuses
P0496,7.63,77.9,25.6,87.7,558.4,28.3,43.8,Argileux,Ouest,Pluvial,Eleve,Excellent,Moyen,Cultures_industrielles
P0577,7.65,49.7,46.7,97.5,345.2,27.6,50.7,Sableux,Nord,Gravitaire,Eleve,Moyen,Eleve,Cultures_industrielles
P0374,6.26,153.9,109.2,112.0,799.0,23.4,58.7,Limoneux,Est,Aspersion,Eleve,Excellent,Moyen,Maraichage
P0461,7.35,100.7,27.5,100.7,670.9,23.4,38.4,Argileux,Sud,Gravitaire,Eleve,Moyen,Eleve,Cultures_industrielles
P0414,6.13,143.5,130.0,115.7,852.9,21.7,54.0,Limoneux,Est,Goutte-a-goutte,Moyen,Bon,Eleve,Maraichage
P0132,6.73,128.2,35.5,63.8,611.9,21.4,46.7,Argilo-limoneux,Sud,Pluvial,Moyen,Bon,Eleve,Cereales
P0040,6.78,84.7,53.2,83.2,583.4,18.0,55.5,Argilo-limoneux,Est,Aspersion,Faible,Bon,Eleve,Cereales
P0435,6.09,136.0,97.5,94.1,654.8,28.0,68.4,Argileux,Sud,Goutte-a-goutte,Moyen,Bon,Eleve,Maraichage
P0216,5.99,52.2,64.9,25.0,520.9,23.6,51.8,Sablo-limoneux,Nord,Pluvial,Moyen,Bon,Moyen,Legumineuses
P0475,6.09,65.7,38.9,87.9,691.2,29.5,43.1,Argileux,Centre,Aspersion,Moyen,Bon,Moyen,Cultures_industrielles
P0457,7.65,91.1,62.3,67.9,762.2,31.3,38.1,Sableux,Ouest,Pluvial,Eleve,Bon,Eleve,Cultures_industrielles
P0261,6.92,64.6,49.6,58.8,591.9,21.6,54.2,Sablo-limoneux,Sud,Pluvial,Eleve,Bon,Moyen,Legumineuses
P0036,6.21,129.3,58.2,48.7,551.1,26.2,56.0,Argilo-limoneux,Ouest,Aspersion,Eleve,Bon,Eleve,Cereales
P0310,6.85,143.7,98.1,120.1,642.9,24.2,71.5,Limoneux,Centre,Goutte-a-goutte,Moyen,Excellent,Eleve,Maraichage
P0277,6.93,50.6,44.7,25.0,718.3,16.9,59.3,Sablo-limoneux,Sud,Pluvial,Eleve,Bon,Bas,Legumineuses
P0394,6.47,152.5,58.5,84.0,596.9,31.0,54.7,Argilo-limoneux,Nord,Goutte-a-goutte,Moyen,Bon,Eleve,Maraichage
P0108,6.77,100.8,58.3,63.5,857.9,24.4,65.1,Argilo-limoneux,Est,Aspersion,Eleve,Bon,Bas,Cereales
P0558,7.1,77.1,66.5,61.8,427.8,25.8,44.5,Sableux,Centre,Aspersion,Eleve,Moyen,Eleve,Cultures_industrielles
P0525,6.03,92.7,48.9,90.4,521.5,25.7,24.8,Sableux,Ouest,Aspersion,Eleve,Moyen,Moyen,Cultures_industrielles
P0048,7.12,118.1,43.1,67.1,695.1,25.0,54.5,Limoneux,Est,Pluvial,Moyen,Bon,Eleve,Cereales
P0204,6.7,39.9,38.1,38.8,535.3,21.1,55.4,Sablo-limoneux,Est,Pluvial,Moyen,Bon,Bas,Legumineuses
P0022,6.61,98.7,67.1,35.5,742.4,21.3,51.8,Limoneux,Est,Pluvial,Moyen,Bon,Moyen,Cereales
P0403,6.21,102.6,83.6,92.2,857.6,16.8,64.8,Limoneux,Sud,Goutte-a-goutte,Eleve,Moyen,Eleve,Maraichage
P0084,6.49,102.0,53.7,51.8,744.0,20.7,59.6,Argilo-limoneux,Est,Aspersion,Moyen,Moyen,Eleve,Cereales
P0131,6.08,117.3,45.8,75.1,717.6,30.0,57.9,Argilo-limoneux,Centre,Pluvial,Moyen,Moyen,Eleve,Cereales
P0416,6.14,137.6,84.6,119.5,790.4,27.5,64.6,Limoneux,Est,Aspersion,Eleve,Excellent,Eleve,Maraichage
P0287,6.26,50.3,50.4,50.1,468.9,20.5,54.7,Limoneux,Est,Pluvial,Eleve,Bon,Moyen,Legumineuses
P0124,6.14,115.2,71.7,66.7,766.9,20.8,77.1,Argilo-limoneux,Est,Pluvial,Faible,Moyen,Bas,Cereales
P0034,6.28,124.6,51.9,73.1,661.6,24.8,42.4,Limoneux,Nord,Aspersion,Moyen,Excellent,Eleve,Cereales
P0517,7.55,88.8,36.1,90.8,562.1,29.6,46.4,Sableux,Centre,Pluvial,Eleve,Moyen,Moyen,Cultures_industrielles
P0020,6.14,99.9,58.4,61.4,720.1,28.4,61.6,Limoneux,Sud,Pluvial,Moyen,Bon,Eleve,Cereales
P0548,7.48,110.7,49.4,118.0,467.2,29.7,37.3,Argileux,Nord,Aspersion,Eleve,Bon,Bas,Cultures_industrielles
P0220,6.59,35.7,46.8,43.4,602.4,16.8,57.1,Sablo-limoneux,Centre,Goutte-a-goutte,Faible,Moyen,Eleve,Legumineuses
P0482,6.94,93.5,48.0,104.2,822.4,27.9,37.2,Limoneux,Est,Gravitaire,Eleve,Moyen,Moyen,Cultures_industrielles
P0357,5.78,121.5,64.3,130.3,833.2,17.9,64.0,Limoneux,Sud,Aspersion,Moyen,Excellent,Eleve,Maraichage
P0225,6.47,44.2,48.0,63.3,645.4,21.1,58.6,Sablo-limoneux,Ouest,Pluvial,Moyen,Bon,Bas,Legumineuses
P0093,6.42,125.1,44.2,77.9,602.7,19.6,58.0,Argilo-limoneux,Sud,Pluvial,Moyen,Bon,Moyen,Cereales
P0152,6.68,52.2,36.7,62.7,603.8,18.1,43.1,Sablo-limoneux,Nord,Pluvial,Moyen,Bon,Moyen,Legumineuses
P0583,8.2,84.6,36.7,88.8,701.8,30.0,40.6,Argileux,Est,Gravitaire,Eleve,Excellent,Bas,Cultures_industrielles
P0318,6.86,161.5,55.0,119.8,682.7,26.3,52.8,Argileux,Centre,Aspersion,Moyen,Bon,Eleve,Maraichage
P0449,5.88,150.5,128.0,103.3,923.0,30.6,60.1,Limoneux,Est,Aspersion,Moyen,Bon,Eleve,Maraichage
P0523,6.89,87.9,45.9,90.8,770.4,27.0,31.9,Sableux,Centre,Gravitaire,Eleve,Moyen,Moyen,Cultures_industrielles
P0280,6.55,69.3,43.9,26.6,472.0,14.0,57.9,Limoneux,Centre,Pluvial,Moyen,Moyen,Moyen,Legumineuses
P0350,5.79,90.0,83.2,70.0,880.6,17.9,71.6,Limoneux,Nord,Pluvial,Faible,Moyen,Eleve,Maraichage
P0375,6.04,156.8,66.8,108.6,969.6,19.6,59.5,Argileux,Est,Pluvial,Eleve,Moyen,Eleve,Maraichage
P0401,6.48,127.1,79.8,139.0,917.1,23.7,50.0,Argilo-limoneux,Centre,Goutte-a-goutte,Eleve,Bon,Eleve,Maraichage
P0258,6.56,44.9,39.6,49.2,506.9,17.9,40.2,Argilo-limoneux,Centre,Goutte-a-goutte,Moyen,Mauvais,Bas,Legumineuses
P0073,6.69,128.7,77.4,60.1,669.2,29.9,66.7,Limoneux,Centre,Goutte-a-goutte,Moyen,Excellent,Bas,Cereales
P0196,6.44,30.0,39.5,61.8,750.0,22.1,64.0,Sablo-limoneux,Est,Pluvial,Moyen,Moyen,Moyen,Legumineuses
P0484,6.76,107.6,28.3,101.9,409.2,28.5,28.2,Argileux,Centre,Gravitaire,Moyen,Excellent,Moyen,Cultures_industrielles
P0138,6.57,126.8,43.4,57.3,788.4,21.9,48.3,Limoneux,Centre,Aspersion,Eleve,Bon,Moyen,Cereales
P0495,7.06,64.4,46.1,59.6,697.9,26.2,36.9,Sableux,Nord,Gravitaire,Eleve,Moyen,Moyen,Cultures_industrielles
P0551,7.25,109.6,31.9,101.3,541.2,28.2,39.7,Sableux,Sud,Aspersion,Eleve,Moyen,Moyen,Cultures_industrielles
P0463,8.2,73.5,37.1,80.1,536.3,29.4,43.7,Limoneux,Centre,Aspersion,Eleve,Moyen,Bas,Cultures_industrielles
P0202,5.93,44.6,56.0,46.2,504.9,21.1,56.2,Limoneux,Nord,Pluvial,Moyen,Moyen,Bas,Legumineuses
P0313,5.5,172.4,113.3,148.3,830.4,27.4,74.6,Limoneux,Centre,Pluvial,Eleve,Bon,Moyen,Maraichage
P0291,6.44,47.2,50.3,50.3,577.7,22.7,45.8,Limoneux,Est,Goutte-a-goutte,Moyen,Excellent,Moyen,Legumineuses
P0190,6.22,25.1,45.8,48.2,636.0,22.2,42.9,Limoneux,Ouest,Pluvial,Moyen,Bon,Moyen,Legumineuses
P0113,6.72,60.0,41.6,83.1,651.0,27.6,76.6,Argilo-limoneux,Nord,Pluvial,Moyen,Moyen,Moyen,Cereales
P0184,6.24,47.8,50.9,70.4,484.9,16.8,58.3,Limoneux,Ouest,Pluvial,Eleve,Bon,Moyen,Legumineuses
P0153,6.6,46.5,48.8,55.6,489.4,19.3,50.5,Sablo-limoneux,Centre,Goutte-a-goutte,Moyen,Excellent,Eleve,Legumineuses
P0326,6.49,154.7,106.1,125.9,949.8,32.0,63.8,Limoneux,Est,Goutte-a-goutte,Eleve,Excellent,Eleve,Maraichage
P0045,6.11,118.5,54.3,92.8,677.9,19.8,74.8,Argilo-limoneux,Sud,Aspersion,Moyen,Moyen,Eleve,Cereales
P0445,6.04,176.1,96.5,107.1,787.3,23.0,57.8,Argilo-limoneux,Ouest,Aspersion,Moyen,Bon,Eleve,Maraichage
P0007,7.33,152.3,75.3,68.4,630.4,24.5,49.1,Argileux,Sud,Pluvial,Eleve,Moyen,Moyen,Cereales
